CMPD_CHEMBLID	CANONICAL_SMILES	PCHEMBL_VALUE	ASSAY_CHEMBLID
CHEMBL3685036	Cc1ncccc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	9	CHEMBL3705971
CHEMBL3685037	O=C(Nc1cc2ccc(cc2cn1)c3ccc4[nH]ccc4c3)C5CC5	9	CHEMBL3705971
CHEMBL3685038	OC1CCN(CC1)c2ccc3cc(NC(=O)C4CC4)ncc3c2	8.52	CHEMBL3705971
CHEMBL3685039	O=C(Nc1cc2ccc(cc2cn1)N3CCNCC3)C4CC4	6.62	CHEMBL3705971
CHEMBL3685040	CN1C(=O)C=CC=C1c2ccc3cc(NC(=O)C4CC4)ncc3c2	7.8	CHEMBL3705971
CHEMBL3685041	CC(=O)Nc1cc2ccc(cc2cn1)c3cc(F)ccc3C	9.52	CHEMBL3705971
CHEMBL3685042	Cc1ccc(F)cc1c2ccc3cc(NC(=O)CC(F)(F)F)ncc3c2	8.52	CHEMBL3705971
CHEMBL3685043	Cc1ccc(F)cc1c2ccc3cc(NC(=O)C(C)(C)C)ncc3c2	8.7	CHEMBL3705971
CHEMBL3685044	COCC(=O)Nc1cc2ccc(cc2cn1)c3cc(F)ccc3C	9.52	CHEMBL3705971
CHEMBL3685045	Cc1ccc(cc1c2ccc3cc(NC(=O)C4CC4)ncc3c2)C#N	9.7	CHEMBL3705971
CHEMBL3685046	COc1cccc(C#N)c1c2ccc3cc(NC(=O)C4CC4)ncc3c2	8.52	CHEMBL3705971
CHEMBL3685047	O=C(Nc1cc2ccc(cc2cn1)c3ccccn3)C4CC4	8.7	CHEMBL3705971
CHEMBL3685048	Cc1ccc(F)cc1c2ccc3cc(NC(=O)C4C[C@@H]4F)ncc3c2	10	CHEMBL3705971
CHEMBL3685049	Cc1ccc(F)cc1c2ccc3cc(NC(=O)C4C[C@H]4F)ncc3c2	10.05	CHEMBL3705971
CHEMBL3685050	CN(C)CC(=O)Nc1cc2ccc(cc2cn1)c3cc(F)ccc3C	9	CHEMBL3705971
CHEMBL3685051	CCn1nccc1C(=O)Nc2cc3ccc(cc3cn2)c4cc(F)ccc4C	7.47	CHEMBL3705971
CHEMBL3685052	COc1ccccc1C(=O)Nc2cc3ccc(cc3cn2)c4cc(F)ccc4C	6.88	CHEMBL3705971
CHEMBL3685053	COc1cccc(c1)C(=O)Nc2cc3ccc(cc3cn2)c4cc(F)ccc4C	6.44	CHEMBL3705971
CHEMBL3685054	O=C(Nc1cc2ccc(cc2cn1)c3cccc4[nH]ccc34)C5CC5	9.52	CHEMBL3705971
CHEMBL3685055	Fc1cc(C#N)c(cc1F)c2ccc3cc(NC(=O)C4CC4)ncc3c2	10.15	CHEMBL3705971
CHEMBL3685056	Cc1ccc(O)cc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	10.7	CHEMBL3705971
CHEMBL3685057	CCC(=O)Nc1cc2ccc(cc2cn1)c3cc(F)ccc3C	9.3	CHEMBL3705971
CHEMBL3685058	CC(C)C(=O)Nc1cc2ccc(cc2cn1)c3cc(F)ccc3C	8.05	CHEMBL3705971
CHEMBL3685059	O=C(Nc1cc2ccc(cc2cn1)c3cncnc3)C4CC4	8.4	CHEMBL3705971
CHEMBL3685060	Cc1cc(C)c(cn1)c2ccc3cc(NC(=O)C4CC4)ncc3c2	9.16	CHEMBL3705971
CHEMBL3685061	Cc1nc(cs1)c2ccc3cc(NC(=O)C4CC4)ncc3c2	7.89	CHEMBL3705971
CHEMBL3685062	O=C(Nc1cc2ccc(cc2cn1)c3cc[nH]n3)C4CC4	9.3	CHEMBL3705971
CHEMBL3685063	Cc1ncc(F)cc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	9.16	CHEMBL3705971
CHEMBL3685064	CN1C=CC(=O)C(=C1)c2ccc3cc(NC(=O)C4CC4)ncc3c2	7.38	CHEMBL3705971
CHEMBL3685065	Cc1ccc(F)cc1c2ccc3cc(NC(=O)C(F)(F)F)ncc3c2	7.48	CHEMBL3705971
CHEMBL3685066	Fc1ccc(C#N)c(c1)c2ccc3cc(NC(=O)C4CC4)ncc3c2	9.7	CHEMBL3705971
CHEMBL3685067	Clc1ccc(C#N)c(c1)c2ccc3cc(NC(=O)C4CC4)ncc3c2	9.05	CHEMBL3705971
CHEMBL3685068	Fc1ccc(c2ccc3cc(NC(=O)C4CC4)ncc3c2)c(c1)C#N	10.22	CHEMBL3705971
CHEMBL3685069	Cc1ccc(F)cc1c2ccc3cc(NC(=O)C(F)F)ncc3c2	9	CHEMBL3705971
CHEMBL3685070	Cc1ccc(F)cc1c2ccc3cc(NS(=O)(=O)C)ncc3c2	7.57	CHEMBL3705971
CHEMBL3685071	Cc1ccc(F)cc1c2ccc3cc(NS(=O)(=O)C4CC4)ncc3c2	7.38	CHEMBL3705971
CHEMBL3685072	CNC(=O)Nc1cc2ccc(cc2cn1)c3cc(F)ccc3C	10	CHEMBL3705971
CHEMBL3685073	O=C(Nc1cc2ccc(Nc3ccccc3)cc2cn1)C4CC4	9	CHEMBL3705971
CHEMBL3685074	Cc1ncncc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	9.3	CHEMBL3705971
CHEMBL3685075	COc1ccc(C)c(c1)c2ccc3cc(NC(=O)C4CC4)ncc3c2	9.22	CHEMBL3705971
CHEMBL3685076	Cc1ccc(cc1c2ccc3cc(NC(=O)C4CC4)ncc3c2)C(F)(F)F	7.7	CHEMBL3705971
CHEMBL3685077	CN(C)c1ccc(C)c(c1)c2ccc3cc(NC(=O)C4CC4)ncc3c2	9	CHEMBL3705971
CHEMBL3685078	Cc1cnccc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	8.7	CHEMBL3705971
CHEMBL3685079	CN(C)C(=O)Nc1cc2ccc(cc2cn1)c3cc(F)ccc3C	8.52	CHEMBL3705971
CHEMBL3685080	Cc1ccnc(C)c1c2ccc3cc(NC(=O)C4CC4)ncc3c2	9.52	CHEMBL3705971
CHEMBL3685081	Cc1ncnc(C)c1c2ccc3cc(NC(=O)C4CC4)ncc3c2	8.7	CHEMBL3705971
CHEMBL3685082	O=C(Nc1cc2ccc(OC3CCCCC3)cc2cn1)C4CC4	7.57	CHEMBL3705971
CHEMBL3685083	O=C(Nc1cc2ccc(Sc3ccccc3)cc2cn1)C4CC4	7.89	CHEMBL3705971
CHEMBL3685084	Cn1nccc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	8.7	CHEMBL3705971
CHEMBL3685085	Fc1cncc(c1)c2ccc3cc(NC(=O)C4CC4)ncc3c2	9.3	CHEMBL3705971
CHEMBL3685086	Cc1ccc(F)cc1c2ccc3cc(NC(=O)C4(O)CC4)ncc3c2	7.38	CHEMBL3705971
CHEMBL3685087	O=C(Nc1cc2ccc(cc2cn1)c3ccc[nH]3)C4CC4	9.16	CHEMBL3705971
CHEMBL3685088	Oc1ccc(C#N)c(c1)c2ccc3cc(NC(=O)C4CC4)ncc3c2	9.7	CHEMBL3705971
CHEMBL3685089	Cc1c(O)cccc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	10.52	CHEMBL3705971
CHEMBL3685090	CC(Nc1cc2ccc(cc2cn1)c3cc(F)ccc3C)C(F)(F)F	7.38	CHEMBL3705971
CHEMBL3685091	Cc1ccc(F)cc1c2ccc3cc(NCC4CC4)ncc3c2	7.38	CHEMBL3705971
CHEMBL3685092	CC(C)Oc1ccc2cc(NC(=O)C3CC3)ncc2c1	9.1	CHEMBL3705971
CHEMBL3685093	FC(F)Oc1ccc2cc(NC(=O)C3CC3)ncc2c1	8.4	CHEMBL3705971
CHEMBL3685094	Cc1ccc(F)cc1c2ccc3c(Cl)c(N)ncc3c2	7.82	CHEMBL3705971
CHEMBL3685095	Cc1cc(F)c(O)cc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	10.52	CHEMBL3705971
CHEMBL3685096	Cc1ccc(CO)cc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	10.52	CHEMBL3705971
CHEMBL3685097	Oc1cc(ccc1F)c2ccc3cc(NC(=O)C4CC4)ncc3c2	10.05	CHEMBL3705971
CHEMBL3685098	Cc1ccc(cc1c2ccc3cc(NC(=O)C4CC4)ncc3c2)C(=O)N	9.05	CHEMBL3705971
CHEMBL3685099	CCNC(=O)Nc1cc2ccc(cc2cn1)c3cc(F)ccc3C	9.7	CHEMBL3705971
CHEMBL3685100	Cc1ccc(F)cc1c2ccc3c(Cl)c(NC(=O)C4CC4)ncc3c2	8.7	CHEMBL3705971
CHEMBL3685101	Cc1ccncc1c2ccc3cc(NC(=O)C4CC4F)ncc3c2	10.7	CHEMBL3705971
CHEMBL3685102	Cc1c[nH]nc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	10	CHEMBL3705971
CHEMBL3685103	Cc1ccc(F)cc1c2ccc3c(Br)c(NC(=O)C4CC4)ncc3c2	9.05	CHEMBL3705971
CHEMBL3685104	O=C(Nc1cc2ccc(Oc3ccccc3)cc2cn1)C4CC4	8.52	CHEMBL3705971
CHEMBL3685105	Clc1ccccc1Oc2ccc3cc(NC(=O)C4CC4)ncc3c2	8.3	CHEMBL3705971
CHEMBL3685106	Fc1cccc(Oc2ccc3cc(NC(=O)C4CC4)ncc3c2)c1	8.3	CHEMBL3705971
CHEMBL3685107	Clc1cccc(Oc2ccc3cc(NC(=O)C4CC4)ncc3c2)c1	8.1	CHEMBL3705971
CHEMBL3685108	Fc1ccc(Oc2ccc3cc(NC(=O)C4CC4)ncc3c2)cc1	7.7	CHEMBL3705971
CHEMBL3685109	O=C(Nc1cc2ccc(Oc3cccnc3)cc2cn1)C4CC4	8.22	CHEMBL3705971
CHEMBL3685110	COCCNC(=O)Nc1cc2ccc(cc2cn1)c3cc(F)ccc3C	9.7	CHEMBL3705971
CHEMBL3685111	Cc1ccc(F)cc1c2ccc3cc(NC(=O)C4CCNCC4)ncc3c2	8.7	CHEMBL3705971
CHEMBL3685112	CN1CCC(C1)C(=O)Nc2cc3ccc(cc3cn2)c4cc(F)ccc4C	8.52	CHEMBL3705971
CHEMBL3685113	CCN1CCC(CC1)C(=O)Nc2cc3ccc(cc3cn2)c4cc(F)ccc4C	8.7	CHEMBL3705971
CHEMBL3685114	CN1CCC(CC1)C(=O)Nc2cc3ccc(cc3cn2)c4cnccc4C	8.7	CHEMBL3705971
CHEMBL3685115	Cc1ccc(F)cc1c2ccc3c(F)c(NC(=O)C4CC4)ncc3c2	9.16	CHEMBL3705971
CHEMBL3685116	CCNC(=O)Nc1ncc2cc(ccc2c1Cl)c3cc(F)ccc3C	7.43	CHEMBL3705971
CHEMBL3685117	CCNC(=O)Nc1ncc2cc(ccc2c1F)c3cc(F)ccc3C	8.4	CHEMBL3705971
CHEMBL3685118	Cc1ccc(F)cc1c2ccc3cc(NC(=O)CC4CC4)ncc3c2	9.05	CHEMBL3705971
CHEMBL3685119	Cc1ccc(F)cc1c2ccc3cc(Nc4cc(CO)ccn4)ncc3c2	9.22	CHEMBL3705971
CHEMBL3685120	O=C(Nc1cc2ccc(cc2cn1)c3cnccn3)C4CC4	7.75	CHEMBL3705971
CHEMBL3685121	Cc1cnc(cn1)c2ccc3cc(NC(=O)C4CC4)ncc3c2	7.38	CHEMBL3705971
CHEMBL3685122	O=C(Nc1cc2ccc(Oc3cncnc3)cc2cn1)C4CC4	7.38	CHEMBL3705971
CHEMBL3685123	CC(C)NC(=O)Nc1cc2ccc(cc2cn1)c3cc(F)ccc3C	9	CHEMBL3705971
CHEMBL3685124	Cc1ccc(F)cc1c2ccc3cc(NC(=O)NC4COC4)ncc3c2	9.7	CHEMBL3705971
CHEMBL3685125	Cc1ccc(F)cc1c2ccc3cc(NC4=CC=CC(=O)N4)ncc3c2	7.68	CHEMBL3705971
CHEMBL3685126	Cc1ncc(cc1F)c2ccc3cc(NC(=O)C4CC4)ncc3c2	8.4	CHEMBL3705971
CHEMBL3685127	Cc1ccc(cc1c2ccc3cc(NC(=O)C4CC4)ncc3c2)C(C)(C)O	7.66	CHEMBL3705971
CHEMBL3685128	COc1cccc(Nc2cc3ccc(cc3cn2)c4cc(F)ccc4C)n1	8.4	CHEMBL3705971
CHEMBL3685129	CN1CCN(CC1)C(=O)Nc2cc3ccc(cc3cn2)c4cc(F)ccc4C	8.4	CHEMBL3705971
CHEMBL3685130	Cc1ccc(C)c(c1)c2ccc3cc(NC(=O)C4CC4)ncc3c2	8.7	CHEMBL3705971
CHEMBL3685131	Cc1cc(ccn1)c2ccc3cc(NC(=O)C4CC4)ncc3c2	7.38	CHEMBL3705971
CHEMBL3685132	Cn1ccc(Oc2ccc3cc(NC(=O)C4CC4)ncc3c2)n1	8.16	CHEMBL3705971
CHEMBL3685133	Cc1ccc(F)cc1c2ccc3cc(NC(=O)NC4CCOCC4)ncc3c2	9.22	CHEMBL3705971
CHEMBL3685134	O=C(Nc1cc2ccc(cc2cn1)c3cccc4[nH]ncc34)C5CC5	10.4	CHEMBL3705971
CHEMBL3685135	O=C(Nc1cc2ccc(cc2cn1)c3ccc4cn[nH]c4c3)C5CC5	7.96	CHEMBL3705971
CHEMBL3685136	O=C(Nc1cc2ccc(cc2cn1)c3ccnnc3)C4CC4	7.47	CHEMBL3705971
CHEMBL3685137	Cc1nccnc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	9	CHEMBL3705971
CHEMBL3685138	CC(C)Nc1ccc2cc(NC(=O)C3CC3)ncc2c1	9.16	CHEMBL3705971
CHEMBL3685139	CN1CCN(Cc2ccc(cc2)C(=O)Nc3ccc(C)c(c3)c4ccc5cc(NC(=O)C6CC6)ncc5c4)CC1	9.52	CHEMBL3705971
CHEMBL3685140	CN1CCN(Cc2ccc(cc2Cl)C(=O)Nc3ccc(C)c(c3)c4ccc5cc(NC(=O)C6CC6)ncc5c4)CC1	9.16	CHEMBL3705971
CHEMBL3685141	CC(C)COc1ccc2cc(NC(=O)C3CC3)ncc2c1	7.92	CHEMBL3705971
CHEMBL3685142	CC(C)OC(=O)Nc1cc2ccc(cc2cn1)c3cc(F)ccc3C	8.3	CHEMBL3705971
CHEMBL3685143	Nc1cncc(c1)c2ccc3cc(NC(=O)C4CC4)ncc3c2	8.4	CHEMBL3705971
CHEMBL3685144	Nc1cc(ccn1)c2ccc3cc(NC(=O)C4CC4)ncc3c2	8.16	CHEMBL3705971
CHEMBL3685145	CC(=Cc1ccc2cc(NC(=O)C3CC3)ncc2c1)C	8.52	CHEMBL3705971
CHEMBL3685146	Cc1cc(Cl)ncc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	10	CHEMBL3705971
CHEMBL3685147	Clc1ccncc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	10.15	CHEMBL3705971
CHEMBL3685148	CC(C)Cc1ccc2cc(NC(=O)C3CC3)ncc2c1	9	CHEMBL3705971
CHEMBL3685149	Cn1ncc2c(cccc12)c3ccc4cc(NC(=O)C5CC5)ncc4c3	8.05	CHEMBL3705971
CHEMBL3685150	O=C(Nc1cc2ccc(cc2cn1)c3cccc4NC(=O)Cc34)C5CC5	9.22	CHEMBL3705971
CHEMBL3685151	Cc1ccc(F)cc1c2ccc3cc(NC(=O)C4CC4c5ccccc5)ncc3c2	8.16	CHEMBL3705971
CHEMBL3685152	Cc1cc(CO)cc(Nc2cc3ccc(cc3cn2)c4cc(F)ccc4C)n1	8.3	CHEMBL3705971
CHEMBL3685153	Cc1cc(cc(Nc2cc3ccc(cc3cn2)c4cc(F)ccc4C)n1)C(C)(C)O	8.3	CHEMBL3705971
CHEMBL3685154	Cc1cc(N)ncc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	9.05	CHEMBL3705971
CHEMBL3685155	Cc1ccncc1c2ccc3cc(Nc4cc(CO)ccn4)ncc3c2	10	CHEMBL3705971
CHEMBL3685156	Cc1ncc(CO)cc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	8.52	CHEMBL3705971
CHEMBL3685157	COc1ccc2cc(NC(=O)C3CC3)ncc2c1	7.52	CHEMBL3705971
CHEMBL3685158	C[C@@H](CO)Oc1ccc2cc(NC(=O)C3CC3)ncc2c1	8.7	CHEMBL3705971
CHEMBL3685159	CC(C)(CO)Oc1ccc2cc(NC(=O)C3CC3)ncc2c1	7.96	CHEMBL3705971
CHEMBL3685160	CC(O)c1ccc(C)c(c1)c2ccc3cc(NC(=O)C4CC4)ncc3c2	9	CHEMBL3705971
CHEMBL3685161	OCc1cccc(c1)c2ccc3cc(NC(=O)C4CC4)ncc3c2	8.7	CHEMBL3705971
CHEMBL3685162	OCc1ccc(Cl)c(c1)c2ccc3cc(NC(=O)C4CC4)ncc3c2	9.7	CHEMBL3705971
CHEMBL3685163	OCc1ccc(F)c(c1)c2ccc3cc(NC(=O)C4CC4)ncc3c2	9.1	CHEMBL3705971
CHEMBL3685164	CCOc1ccc2cc(NC(=O)C3CC3)ncc2c1	8.16	CHEMBL3705971
CHEMBL3685165	OCCOc1ccc2cc(NC(=O)C3CC3)ncc2c1	8.22	CHEMBL3705971
CHEMBL3685166	CC(CO)Cc1ccc2cc(NC(=O)C3CC3)ncc2c1	9.1	CHEMBL3705971
CHEMBL3685167	C[C@H](CO)Oc1ccc2cc(NC(=O)C3CC3)ncc2c1	7.96	CHEMBL3705971
CHEMBL3685168	COC[C@H](C)Oc1ccc2cc(NC(=O)C3CC3)ncc2c1	8.1	CHEMBL3705971
CHEMBL3685169	C[C@H]1CC1C(=O)Nc2cc3ccc(cc3cn2)c4cc(F)ccc4C	9.1	CHEMBL3705971
CHEMBL3685170	C[C@@H]1CC1C(=O)Nc2cc3ccc(cc3cn2)c4cc(F)ccc4C	8.4	CHEMBL3705971
CHEMBL3685171	Cc1ccc(NC(=O)c2cnn(C)c2)cc1c3ccc4cc(NC(=O)C5CC5)ncc4c3	9	CHEMBL3705971
CHEMBL3685172	OCc1ncccc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	10	CHEMBL3705971
CHEMBL3685173	Cc1cc(ccn1)C(=O)Nc2ccc(C)c(c2)c3ccc4cc(NC(=O)C5CC5)ncc4c3	9.1	CHEMBL3705971
CHEMBL3685174	Cc1ccc(NC(=O)C2CCOCC2)cc1c3ccc4cc(NC(=O)C5CC5)ncc4c3	9.7	CHEMBL3705971
CHEMBL3685175	Cc1ccc(NC(=O)c2cccc(c2)C(F)(F)F)cc1c3ccc4cc(NC(=O)C5CC5)ncc4c3	8.7	CHEMBL3705971
CHEMBL3685176	CN1CCC(CC1)C(=O)Nc2ccc(C)c(c2)c3ccc4cc(NC(=O)C5CC5)ncc4c3	8.16	CHEMBL3705971
CHEMBL3685177	CN(C)Cc1ccc(cc1)C(=O)Nc2ccc(C)c(c2)c3ccc4cc(NC(=O)C5CC5)ncc4c3	10	CHEMBL3705971
CHEMBL3685178	Cc1c(N)cncc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	10.05	CHEMBL3705971
CHEMBL3685179	Cc1c(O)cncc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	10.4	CHEMBL3705971
CHEMBL3685180	Cc1cc(CO)ncc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	10.7	CHEMBL3705971
CHEMBL3685181	Cc1ccnc(CO)c1c2ccc3cc(NC(=O)C4CC4)ncc3c2	10.15	CHEMBL3705971
CHEMBL3685182	OC1CCN(C1)c2ccc3cc(NC(=O)C4CC4)ncc3c2	9	CHEMBL3705971
CHEMBL3685183	NCc1cccc(c1)c2ccc3cc(NC(=O)C4CC4)ncc3c2	7.39	CHEMBL3705971
CHEMBL3685184	Cc1c(CO)cncc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	9.7	CHEMBL3705971
CHEMBL3685185	CC(C)(C)Oc1ccc2cc(NC(=O)C3CC3)ncc2c1	7.89	CHEMBL3705971
CHEMBL3685186	CC(N(C)C)c1ccc(cc1)C(=O)Nc2ccc(C)c(c2)c3ccc4cc(NC(=O)C5CC5)ncc4c3	9.52	CHEMBL3705971
CHEMBL3685187	Cc1ccncc1c2ccc3cc(Nc4cccc(CO)n4)ncc3c2	9.7	CHEMBL3705971
CHEMBL3685188	COC[C@@H](C)Oc1ccc2cc(NC(=O)C3CC3)ncc2c1	7.57	CHEMBL3705971
CHEMBL3685189	C[C@H](CCO)Oc1ccc2cc(NC(=O)C3CC3)ncc2c1	7.64	CHEMBL3705971
CHEMBL3685190	O=C(Nc1cc2ccc(OC3CCC3)cc2cn1)C4CC4	8.16	CHEMBL3705971
CHEMBL3685191	OCc1ccncc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	9.4	CHEMBL3705971
CHEMBL3685192	C[C@H](CNC(=O)c1ccc(CN2CCN(C)CC2)cc1)Cc3ccc4cc(NC(=O)C5CC5)ncc4c3	7.38	CHEMBL3705971
CHEMBL3685193	C[C@@H](CNC(=O)c1ccc(CN2CCN(C)CC2)cc1)Cc3ccc4cc(NC(=O)C5CC5)ncc4c3	8.3	CHEMBL3705971
CHEMBL3685194	C[C@@H](CCO)Oc1ccc2cc(NC(=O)C3CC3)ncc2c1	8.7	CHEMBL3705971
CHEMBL3685195	Clc1ccc(NC(=O)C2CCOCC2)cc1c3ccc4cc(NC(=O)C5CC5)ncc4c3	8.7	CHEMBL3705971
CHEMBL3685196	Fc1ccc(NC(=O)C2CCOCC2)cc1c3ccc4cc(NC(=O)C5CC5)ncc4c3	7.57	CHEMBL3705971
CHEMBL3685197	Cc1ccccc1c2ccc3cnc(NC(=O)C4CC4)cc3c2	8.4	CHEMBL3705971
CHEMBL3685198	Cc1ccc(NC(=O)[C@H]2CCCO2)cc1c3ccc4cc(NC(=O)C5CC5)ncc4c3	9.22	CHEMBL3705971
CHEMBL3685199	Cc1ccc(NC(=O)[C@@H]2CCCO2)cc1c3ccc4cc(NC(=O)C5CC5)ncc4c3	9.4	CHEMBL3705971
CHEMBL3689538	CN1CCN(Cc2ccc(cc2)C(=O)Nc3ccc(F)c(c3)c4ccc5cc(NC(=O)C6CC6)ncc5c4)CC1	9.3	CHEMBL3705971
CHEMBL3689539	CN1CCN(Cc2ccc(cc2)C(=O)Nc3ccc(Cl)c(c3)c4ccc5cc(NC(=O)C6CC6)ncc5c4)CC1	9.4	CHEMBL3705971
CHEMBL3689540	Cc1ccc(NC(=O)C2CCC2)cc1c3ccc4cc(NC(=O)C5CC5)ncc4c3	9.52	CHEMBL3705971
CHEMBL3689541	C[C@H](CO)Cc1ccc2cc(NC(=O)C3CC3)ncc2c1	9.3	CHEMBL3705971
CHEMBL3689542	C[C@@H](CO)Cc1ccc2cc(NC(=O)C3CC3)ncc2c1	9.3	CHEMBL3705971
CHEMBL3689543	Cc1ccc(NC(=O)C2CCOC2)cc1c3ccc4cc(NC(=O)C5CC5)ncc4c3	9.22	CHEMBL3705971
CHEMBL3689544	Cc1cc(ncc1c2ccc3cc(NC(=O)C4CC4)ncc3c2)C(C)(C)O	10	CHEMBL3705971
CHEMBL3689545	CNC(=O)c1cc(C)c(cn1)c2ccc3cc(NC(=O)C4CC4)ncc3c2	8	CHEMBL3705971
CHEMBL3689546	Cc1ccc(NC(=O)N2CCOCC2)cc1c3ccc4cc(NC(=O)C5CC5)ncc4c3	9.4	CHEMBL3705971
CHEMBL3689547	CN1CCOC(C1)C(=O)Nc2ccc(C)c(c2)c3ccc4cc(NC(=O)C5CC5)ncc4c3	9.7	CHEMBL3705971
CHEMBL3689548	Cc1ccc(NC(=O)N2CCCC2)cc1c3ccc4cc(NC(=O)C5CC5)ncc4c3	10.05	CHEMBL3705971
CHEMBL3689549	Cc1ccc(NC(=O)N2CCOC(CO)C2)cc1c3ccc4cc(NC(=O)C5CC5)ncc4c3	9.3	CHEMBL3705971
CHEMBL3689550	CC(C)Sc1ccc2cc(NC(=O)C3CC3)ncc2c1	9	CHEMBL3705971
CHEMBL3689551	CC(C)[S+]([O-])c1ccc2cc(NC(=O)C3CC3)ncc2c1	9	CHEMBL3705971
CHEMBL3689552	CC(C)S(=O)(=O)c1ccc2cc(NC(=O)C3CC3)ncc2c1	9	CHEMBL3705971
CHEMBL3689553	FC(F)(F)c1ccncc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	9.52	CHEMBL3705971
CHEMBL3689554	Cc1c(F)c(CO)ncc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	10.7	CHEMBL3705971
CHEMBL3689555	COc1cc(C)c(cn1)c2ccc3cc(NC(=O)C4CC4)ncc3c2	8.7	CHEMBL3705971
CHEMBL3689556	O[C@H]1COCC1Oc2ccc3cc(NC(=O)C4CC4)ncc3c2	8.3	CHEMBL3705971
CHEMBL3689557	O[C@@H]1COCC1Oc2ccc3cc(NC(=O)C4CC4)ncc3c2	7.66	CHEMBL3705971
CHEMBL3689558	CN1CCCC1c2ccc(cc2)C(=O)Nc3ccc(C)c(c3)c4ccc5cc(NC(=O)C6CC6)ncc5c4	9.52	CHEMBL3705971
CHEMBL3689559	CN1CCC(C1)c2ccc(cc2)C(=O)Nc3ccc(C)c(c3)c4ccc5cc(NC(=O)C6CC6)ncc5c4	9.16	CHEMBL3705971
CHEMBL3689560	Cc1nc(N)ncc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	8.7	CHEMBL3705971
CHEMBL3689561	Cc1c(NC(=O)C2CCOCC2)cncc1c3ccc4cc(NC(=O)C5CC5)ncc4c3	7.38	CHEMBL3705971
CHEMBL3689562	Cc1ccncc1c2ccc3cc(N)ncc3c2	7.44	CHEMBL3705971
CHEMBL3689563	CC[C@@H](O)c1cc(C)c(cn1)c2ccc3cc(NC(=O)C4CC4)ncc3c2	10	CHEMBL3705971
CHEMBL3689564	CC[C@H](O)c1cc(C)c(cn1)c2ccc3cc(NC(=O)C4CC4)ncc3c2	10	CHEMBL3705971
CHEMBL3689565	Cc1ccc(NC(=O)C2COCCO2)cc1c3ccc4cc(NC(=O)C5CC5)ncc4c3	9.7	CHEMBL3705971
CHEMBL3689566	Cc1ncc(N)cc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	8.4	CHEMBL3705971
CHEMBL3689567	C[C@@H](O)c1cc(C)c(cn1)c2ccc3cc(NC(=O)C4CC4)ncc3c2	10.3	CHEMBL3705971
CHEMBL3689568	C[C@H](O)c1cc(C)c(cn1)c2ccc3cc(NC(=O)C4CC4)ncc3c2	10.3	CHEMBL3705971
CHEMBL3689569	O[C@H]1CCCC1Oc2ccc3cc(NC(=O)C4CC4)ncc3c2	7.4	CHEMBL3705971
CHEMBL3689570	O[C@@H]1CCCCC1Oc2ccc3cc(NC(=O)C4CC4)ncc3c2	8.05	CHEMBL3705971
CHEMBL3689571	O[C@H]1CCCCC1Oc2ccc3cc(NC(=O)C4CC4)ncc3c2	8.05	CHEMBL3705971
CHEMBL3689572	Cc1ncc(NC(=O)C2CCOCC2)cc1c3ccc4cc(NC(=O)C5CC5)ncc4c3	8.05	CHEMBL3705971
CHEMBL3689573	OCCNc1ccc2cc(NC(=O)C3CC3)ncc2c1	7.77	CHEMBL3705971
CHEMBL3689574	Cc1ccc2[nH]ncc2c1c3ccc4cc(NC(=O)C5CC5)ncc4c3	10.52	CHEMBL3705971
CHEMBL3689575	Cc1ncc2[nH]ncc2c1c3ccc4cc(NC(=O)C5CC5)ncc4c3	10.4	CHEMBL3705971
CHEMBL3689576	CN1CCN(Cc2ccc(cc2)C(=O)Nc3ccc(C)c(c3)c4ccc5cc(N)ncc5c4)CC1	9.4	CHEMBL3705971
CHEMBL3689577	Cc1ccncc1c2ccc3cc(NC(=O)[C@H]4C[C@H]4F)ncc3c2	10.22	CHEMBL3705971
CHEMBL3689578	Cc1ccncc1c2ccc3cc(NC(=O)[C@@H]4C[C@@H]4F)ncc3c2	10.3	CHEMBL3705971
